name,artist,positive,neutral,negative,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
What The Milkman Saw,Reverend and The Makers,1,0,0,50SDb6QenWgTUAn3C1XnEY,0.411,0.795,7,-14.391,1,0.102,0.0567,5.07e-05,0.928,0.459,179.879
Penelope,of Montreal,1,0,0,1mKruaC8Ku49ZMf3iqmfn5,0.286,0.62,0,-13.116,1,0.0376,0.115,0.715,0.334,0.239,111.029
No Hay Otra Manera,Moderatto,0,0,1,5zFbkN4265QMp0MPtDiC50,0.755,0.521,8,-9.773,0,0.405,0.0348,1.05e-05,0.102,0.658,163.984
I Came Here To Live,Trace Adkins,0,0,1,6FgOY3eHK7Z4BA5YfoPYak,0.325,0.112,8,-22.258,0,0.0351,0.992,0.927,0.101,0.173,63.571
Stadiums and Shrines II,Sunset Rubdown,0,0,1,1hpjWnJSLM1UszHAORkX5X,0.194,0.667,7,-5.376,1,0.0363,0.0748,0.0022,0.279,0.201,165.244
Elegia,New Order,0,2,2,2Xs7CP4Gw8wJ8qX8fkrCAB,0.431,0.44,7,-10.288,1,0.033,0.0515,0.868,0.234,0.0384,76.883
N.S.U.,Cream,1,0,0,7AAR1uYiqJ3z7aDi8KboqK,0.354,0.566,7,-13.788,0,0.048,0.0118,0.00706,0.0897,0.366,133.989
On The Tower,Sondre Lerche,1,1,1,6yJFQbCJlk4CLc289lXVnS,0.696,0.639,8,-7.35,0,0.336,0.238,0,0.0863,0.687,110.003
Livin' On The Edge,Aerosmith,1,0,0,4avSaixVwu8uqfSs7zgoj3,0.399,0.881,2,-4.341,1,0.0347,0.0019,0.00429,0.39,0.272,84.58
Dockyard,Paul Kalkbrenner,0,1,0,0DXf2005UFYN8aMdG4PgDF,0.0564,0.525,2,-19.358,1,0.0815,0.00963,0.913,0.371,1e-05,66.632
Open Letter To A Friend,H-Blockx,0,1,0,09kFBmvm3AUrGJbgQtfbwI,0.189,0.248,1,-12.128,1,0.0363,0.00759,0.00696,0.121,0.186,103.917
Brazen (Weep),Skunk Anansie,0,1,1,6y1aQnRygCMp8ezpw08iv9,0.531,0.52,4,-7.714,0,0.0346,0.0592,1.91e-06,0.118,0.217,126.846
Between Love & Hate,The Strokes,1,0,1,6uDRZi9MOTtkuNUHMfREib,0.523,0.431,8,-9.187,0,0.0426,0.756,0,0.0459,0.435,118.687
Heavenly Star,Genki Rockets,1,0,0,7c4crKPu1AIdoHmweXNmCp,0.411,0.0497,3,-22.033,1,0.0597,0.99,0.907,0.119,0.205,71.552
Swim,Message to Bears,0,1,0,6REbwUNlppTfcnV4d4ZoZi,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236
I Want Love,Elton John,0,1,1,3i5qVV8azKqGFK4Gzdt5YS,0.551,0.386,0,-10.22,1,0.132,0.659,0,0.125,0.245,116.409
Black Cat,Gentle Giant,0,1,0,5RXmLhscstsdvWPN0XtUa0,0.586,0.892,11,-5.259,0,0.0349,0.00079,4.05e-06,0.16,0.665,100.04
The Mixed Tape,Jack's Mannequin,1,0,1,4NaPX1b3NsQqJrrAwkkvVc,0.412,0.879,1,-4.219,1,0.0563,0.0684,0,0.143,0.357,101.083
Never-ending,Esion Jim,0,1,0,5u2kuI9KQ6xGQcPxvToNJ5,0.296,0.996,8,-23.476,1,0.0423,0.478,0.681,0.968,0.0051,81.535
I Wanna Hold You,McFly,1,0,0,6EnSoG3FMNXd89N4IgIsLc,0.275,0.366,0,-8.272,1,0.0449,0.0136,0.827,0.464,0.18,75.903
Shrine of Angels,Medwyn Goodall,0,3,0,0xMafJMFQTrla0rzhmPM9U,0.564,0.15,10,-19.402,1,0.0324,0.208,0.938,0.104,0.232,109.977
Da Funk,Daft Punk,1,0,0,3MlzlCdFXjtLtxCWDhpLgo,0.62,0.93,7,-7.508,1,0.0751,0.0834,0.11,0.0217,0.982,179.95
Amazing Grace (My Chains Are Gone),Chris Tomlin,0,1,0,5W9Al2ewPfzbWHOV2BAtBR,0.471,0.164,7,-10.879,1,0.0324,0.833,0,0.101,0.17,125.242
Old Soul Song,Bright Eyes,0,0,1,5W6z9ZfzdYeVhWxu9S9KnN,0.371,0.534,2,-8.544,1,0.0281,0.0133,0.00766,0.105,0.468,76.628
Descontrol,Daddy Yankee,1,0,0,6QjEVK9HXDWHoqFzHWn7Mk,0.729,0.876,6,-3.818,0,0.0679,0.11,0.000715,0.301,0.674,92.993
Ecstasy,1200 Micrograms,1,0,0,4s7U2mS26ab7GFtgeUcwKA,0.606,0.36,3,-7.231,1,0.184,0.509,9.55e-05,0.105,0.0391,72.476
The Only Way Is Up,Yazz,1,0,0,6sUhLoZSlIfofGolh6f8qm,0.598,0.736,1,-7.793,0,0.0309,0.00296,0.921,0.0914,0.172,128.177
(arrow up),Boredoms,0,1,0,4SXkcUT4A11fZ2pNqJ9YhD,0.402,0.266,9,-16.965,0,0.0286,0.764,0.00309,0.113,0.112,100.102
Carolina,Matt Wertz,1,1,0,2T5Ch09nefwckOu5NQvjIk,0.579,0.267,4,-15.11,1,0.0348,0.118,0.000562,0.132,0.353,74.899
Shoot You Down,The Stone Roses,0,1,0,2erQ477GekpdP5l3xp5adl,0.527,0.513,0,-10.967,1,0.0304,0.0918,0.164,0.327,0.294,108.934
Here We Go,Stakka Bo,0,1,0,0mMR63GfhjpxT02rIdq5Mz,0.447,0.896,9,-5.57,1,0.173,0.0339,0,0.882,0.533,173.852
Tryin' to Get to Heaven,Bob Dylan,0,0,1,0dgdP5q0irOwAn7hEvEep1,0.481,0.479,3,-13.366,1,0.0325,0.476,0.00105,0.271,0.552,95.274
Spitting Games,Snow Patrol,2,1,1,7FnPuMFgc7YDuwQkGpttr2,0.498,0.885,7,-3.922,1,0.0291,0.00055,0.034,0.574,0.563,145.217
Hong Kong Blues,Hoagy Carmichael,0,1,0,5kdvKJf2Q3tAW9v1gcuQKM,0.832,0.202,2,-15.054,0,0.0622,0.97,0.00104,0.133,0.623,116.24
Walk Like An Egyptian,The Puppini Sisters,1,0,0,1Jwc3ODLQxtbnS8M9TflSP,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022
It's My Party,Lesley Gore,0,0,1,03fT3OHB9KyMtGMt2zwqCT,0.506,0.886,11,-3.225,1,0.0655,0.0916,0,0.0734,0.595,143.935
Evening/Morning,Bombay Bicycle Club,1,0,0,1CwJWOYHSt3zOeEjP5cEYC,0.39,0.249,2,-10.253,1,0.0354,0.916,0,0.113,0.423,75.669
Grey Skies Turn Blue,MxPx,1,0,0,1ZaCrHQUECKPMniHsGmE2W,0.623,0.341,1,-16.479,0,0.355,0.536,0.00107,0.182,0.475,180.099
Hawelt Ansak,Aline Khalaf,0,0,1,0FhLxnNx66eUqhZd5XKCWW,0.522,0.768,0,-5.215,0,0.0471,0.525,0.000924,0.0518,0.551,82.107
I Just Don't Know What to Do With Myself,The White Stripes,0,0,1,5F6tUpAoDzz5PjJos99176,0.376,0.721,0,-8.232,1,0.104,0.659,0,0.113,0.36,94.947
Year Zero,30 Seconds To Mars,1,0,0,2rfMvI3YU21FC0CM2iloVd,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048
Alan Is a Cowboy Killer,mclusky,2,0,0,3VWNKbj9nNhSvKCiaLzyGv,0.284,0.941,2,-7.047,1,0.064,1.05e-05,0.496,0.254,0.222,111.046
Forest Dreams,MIDIval PunditZ,0,1,0,5X6jKFANEaPwLLA9cC397t,0.205,0.949,1,-18.741,1,0.276,0.452,0.881,0.887,0.0275,60.326
(Sittin' On) The Dock Of The Bay,Otis Redding,1,3,1,3zBhihYUHBmGd2bcQIobrF,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621
Clever girls like clever boys much more than clever boys like clever girls,Pelle Carlberg,2,0,1,4NmYkFVvS1RZmX3I2UTT2k,0.584,0.793,9,-5.758,1,0.0339,0.0786,1.86e-05,0.131,0.913,84.93
Birch,Maximilian Hecker,0,2,0,6R7qvSSuG7Hy7C15ESlHIv,0.49,0.623,8,-8.714,1,0.0298,0.231,0.262,0.116,0.164,114.389
Lullaby,The Cure,0,2,0,0tPLCqTT1rEHbv9Ruxtnwh,0.656,0.175,0,-28.548,1,0.217,0.977,0.899,0.0912,0.452,78.843
Remember,Adema,0,0,1,1nYzjrdVQ8RpF93M0jPFW7,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
Rebound,Monrose,0,1,0,0JYn3juUc1lZ4kFeGey1kI,0.132,0.0212,10,-30.203,0,0.0372,0.982,0.961,0.105,0.216,205.592
Faces in the Dark,Generationals,1,0,0,73ESek0SF1ZcdRKMc8hsKi,0.384,0.974,9,-5.355,0,0.17,6.55e-05,0.734,0.628,0.105,164.914
Tha,Aphex Twin,0,1,0,6dug6dIV40JMz2myhafHrm,0.884,0.577,1,-4.716,1,0.319,0.0843,0,0.0602,0.854,137.032
Tostaky (Le Continent),Noir Désir,0,0,1,0gK79vjy7hKz3HRMR1iayq,0.229,0.957,9,-6.956,1,0.132,0.0372,0.696,0.218,0.375,131.593
ATWA,System of a Down,0,0,1,6gCVA6ja6g0foIsWv0RuSZ,0.376,0.787,5,-4.731,0,0.0394,0.00378,0,0.548,0.371,87.102
Antarctica Starts Here,John Cale,1,0,1,2l0Bye8zQItfBm8kWd2F0H,0.365,0.106,5,-19.62,1,0.0355,0.93,0.858,0.142,0.0599,138.764
Plastik Christ,Suicide Commando,0,1,0,0uD1NC9uRhEIXsb9p94IA9,0.56,0.833,8,-5.477,1,0.0282,0.0371,0.000731,0.0777,0.276,140.076
Summer Summer,The Almost,0,0,1,4obHzpwGrjoTuZh2DItEMZ,0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903
Guilty Partner,New Order,1,0,0,31mkWseXzIjCHOAW8TRnbe,0.585,0.955,4,-5.435,0,0.0404,0.288,0.0331,0.127,0.899,145.949
Big Jumps,Emilíana Torrini,2,1,0,30R1Yz4AaMmOdEkUQbXy7K,0.738,0.482,7,-10.16,1,0.0592,0.818,0.00134,0.112,0.511,103.37
The Modern World,The Jam,1,0,0,5Xsh6OAQNRJrjYWdaWUuEN,0.55,0.883,2,-5.964,1,0.0937,0.00715,0,0.0924,0.417,150.004
Napoleon On The Bellerophon,Beirut,0,1,1,6EAifWjig1BIsXWZYFvLvM,0.366,0.373,9,-11.584,0,0.0337,0.896,0.0406,0.109,0.282,151.041
Happiness Happening,Lost Witness,0,0,1,5FzfJkVJSn8JrYe58uM5O5,0.546,0.839,1,-10.364,1,0.0324,0.094,0.0526,0.0582,0.279,141.843
Don't Cry,The Black Ghosts,0,0,1,1ABvDz0JnQGO8M8NYjRNMp,0.749,0.814,5,-3.769,0,0.0404,0.156,0,0.0673,0.715,119.964
Decomposing Trees,Galaxie 500,0,0,1,6XzwamNZckFVqq1zw3DHT4,0.279,0.601,7,-8.068,1,0.0263,0.0827,0.02,0.411,0.202,99.993
Pieces of a Man,Gil Scott-Heron,0,0,1,5iciY9K8EPKv1pjJyBI3K5,0.472,0.237,5,-13.528,1,0.0383,0.583,0.00045,0.11,0.167,135.154
Florecita Rockera,Aterciopelados,1,0,0,7dg3Q2HXM5tlaV5B5KXhTr,0.636,0.843,4,-4.286,0,0.064,0.0194,0,0.109,0.768,80.807
Red,Daniel Merriweather,1,1,1,0wXuerDYiBnERgIpbb3JBR,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143
Polly,Nirvana,0,1,1,4b2h4jQxgHpiWuLH8rp8Vu,0.507,0.96,9,-6.224,1,0.0354,9.36e-05,1.02e-06,0.208,0.967,135.024
Little Brother,Grizzly Bear,1,0,1,23EkfwUdsRIz7jAZIcC8gb,0.557,0.886,6,-5.356,1,0.0302,0.0377,0.108,0.163,0.545,96.989
Wishlist,Pearl Jam,0,1,0,4A6f3zMLDDAUgkGTLtpMc3,0.61,0.92,3,-5.054,1,0.107,0.00059,0,0.307,0.301,149.966
Manhasset,Speedy J,0,1,0,7faxDWNEmihuZ7WkrxXfmE,0.527,0.595,0,-10.595,1,0.0261,0.056,0.868,0.115,0.339,95.994
I Got It From My Mama,will.i.am,1,0,0,2q2pZHWEQe6w9PgACCzMtC,0.888,0.777,6,-6.262,1,0.0505,0.0961,3.14e-05,0.0514,0.876,118.998
Sometime Around Midnight,The Airborne Toxic Event,1,0,2,7Hn0bZgca6QFz6OyKkvAi6,0.472,0.836,8,-5.167,1,0.0483,0.00229,0.00351,0.126,0.148,126.009
The Rose,Bette Midler,0,0,1,0G21yYKMZoHa30cYVi1iA8,0.453,0.987,8,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544
August Is Over,We The Kings,1,0,1,1SfJkBuUtZOSGKgrZrqAtZ,0.484,0.958,8,-3.751,1,0.0718,0.00462,0,0.0901,0.645,166.97
15 Step,Radiohead,0,1,0,4oXg7xT4ksBxHTx8PcmSXw,0.598,0.854,1,-7.584,1,0.0422,0.0477,0.338,0.0934,0.844,94.458
Get Happy,Danny Wilson,1,0,0,2XCJSzcMKnGfgdJS0PtPkg,0.672,0.94,10,-3.908,0,0.0756,0.00163,0.0404,0.679,0.532,122.032
Mother,Balanescu Quartet,0,0,3,7txxAtOMwLLnQTpKeBL6bp,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366
Settle For A Slowdown,Dierks Bentley,0,0,2,23wZ7ClwPgwBNkFvnTlMwk,0.533,0.665,5,-5.632,1,0.0317,0.0813,1.86e-05,0.332,0.212,80.975
Hitting On The Waiter,Heatmiser,0,0,1,6NZTOoE5xb4XyCNM2JhBYK,0.319,0.915,2,-8.641,1,0.0804,0.000624,0.000365,0.338,0.768,115.882
Sun Goddess,Yesterday's New Quintet,0,2,0,6NzOdf2JKluJVXEKjGDAMA,0.543,0.932,7,-6.764,1,0.0548,0.0305,4.79e-05,0.0318,0.596,93.185
Underground,Kimya Dawson,0,0,1,2EduiM2UNwjCC7PsLxnOCH,0.944,0.84,11,-4.141,1,0.108,0.00922,0,0.0921,0.89,136.019
Stone In Love,Journey,1,0,0,4cgSBnNzOo9rhwzUczB7HI,0.488,0.871,7,-9.447,1,0.0781,0.00472,0.000776,0.676,0.518,118.986
Simple Together (album version),Alanis Morissette,0,1,0,20wNq2KUiznW9Ci1K9B3mD,0.511,0.198,2,-14.822,1,0.0293,0.775,0.43,0.085,0.287,102.135
Botanical Dimensions,Shpongle,1,1,0,1gewdzKu1mlHGHoYyGBmgA,0.651,0.622,11,-11.199,0,0.031,0.0194,0.00673,0.291,0.291,135.029
Red Sky,Thrice,0,0,2,0yFfjXtSDkr81WVAPPS1Q4,0.472,0.769,7,-4.198,1,0.0419,0.0249,0,0.239,0.587,159.999
Monuments and Melodies,Incubus,0,1,1,15Idlw4YgAvCPITNYz3axx,0.353,0.379,9,-8.44,0,0.0272,0.429,5.46e-06,0.13,0.0926,172.982
The Canals Of Our City,Beirut,0,1,0,7lzEGogY7GBg4ikqeFreDd,0.163,0.382,0,-10.257,1,0.032,0.988,0.765,0.129,0.193,157.227
Furthest Sense,Ride,0,0,1,4kmXyeQqZjIfFNVbsN1BiY,0.16,0.719,9,-4.338,1,0.0514,2.16e-06,0.915,0.12,0.575,132.925
I've Got Your Number,Passion Pit,0,1,0,4WmyxgV0Gh4eF8Kg67DATM,0.694,0.501,10,-12.927,0,0.0363,0.154,0.784,0.126,0.487,111.312
Forever,Chris Brown,1,0,0,6IBcOGPsniK3Pso1wHIhew,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964
Baby Baby Baby,Joss Stone,1,0,0,65OVbaJR5O1RmwOQx0875b,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006
My Head Feels Like A Frisbee,Shpongle,1,0,0,6jQqXXBku8QYv656lDcff7,0.465,0.887,9,-7.187,1,0.0757,0.00215,0.616,0.242,0.371,135.989
I Came Here To Live,Trace Adkins,0,0,1,6FgOY3eHK7Z4BA5YfoPYak,0.325,0.112,8,-22.258,0,0.0351,0.992,0.927,0.101,0.173,63.571
Ralph Wiggum,Bloodhound Gang,1,0,0,5IlnXh8UP2AxrtHNADivPz,0.472,0.979,9,-3.896,1,0.0721,0.00275,7.55e-06,0.111,0.638,157.985
Hillbillies From Outerspace,The Vaughan Brothers,1,0,0,36Vu50SqfPituVQp9uH4aM,0.758,0.258,8,-15.339,1,0.0678,0.231,0.883,0.609,0.831,142.185
Simple Twist Of Fate,Bob Dylan,0,0,1,3wAX3qn53iQUFE84hpfeen,0.409,0.264,4,-16.273,1,0.0363,0.665,0.00016,0.102,0.355,137.16
Broken,Norah Jones,0,4,0,4QSehYD2iCp1L3l4B3QNv0,0.683,0.566,0,-8.815,1,0.105,0.114,0,0.111,0.355,150.089
Lover In The Snow,Rivers Cuomo,1,0,0,2hZwG7BKjd8GEeUDDADXw3,0.086,0.659,7,-15.604,0,0.0548,0.0213,0.622,0.267,0.689,197.256
If I Ain't Got You,Alicia Keys,0,1,0,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402
It's Good For The Soul,The Salsoul Orchestra,0,1,0,48pz13SZ6KctAN09AzSxmb,0.721,0.526,2,-9.631,0,0.0384,0.00604,0.638,0.218,0.674,123.3
Wish I Didn't Miss You,Angie Stone,0,0,1,3tZm76otWH20xzJC7icHCk,0.856,0.755,10,-5.691,1,0.0331,0.355,0.000621,0.145,0.842,123.883
Crimson Wave,Amorphis,0,1,0,6ixncUHZXJpLWbej9oOms2,0.282,0.907,11,-4.665,1,0.0434,0.028,0,0.131,0.815,190.361
Decomposing Trees,Galaxie 500,0,0,1,6XzwamNZckFVqq1zw3DHT4,0.279,0.601,7,-8.068,1,0.0263,0.0827,0.02,0.411,0.202,99.993
Hear My Train A Comin',Jimi Hendrix,0,1,0,4DmBVImaIhE3RyNvbtZTTz,0.371,0.634,10,-7.648,0,0.0277,0.146,0.011,0.104,0.568,84.977
Relentless Fours,Grammatics,0,2,0,2ShUvCXuVAd5wPuld7SzXs,0.336,0.422,5,-8.388,0,0.0443,0.113,5.35e-06,0.324,0.14,127.0
Penelope (Radio Edit),4 Wings,0,4,0,4YejBykKDlNmUFTo85HgLv,0.607,0.826,0,-5.352,1,0.0366,0.0103,0.00181,0.104,0.493,125.014
You Make It Easy,James Taylor,0,1,0,6EGAfJaLUFzhS4zRBIEQ2J,0.375,0.574,7,-5.305,1,0.0315,0.143,0,0.11,0.406,132.025
You're A Wolf,Sea Wolf,1,1,0,1GHHk7KX6Yk7Vvwsf7PLMf,0.725,0.438,5,-11.981,1,0.94,0.678,0,0.0579,0.617,61.983
Midnight Hymn,Yanni,1,0,0,1SFJJThjqulHfmJEbu61If,0.289,0.969,10,-3.694,0,0.131,0.000176,1.19e-05,0.163,0.139,113.11
Stranger in Paradise,Tony Bennett,0,1,0,4Opi11fdWRkyNtkyyA2MKP,0.46,0.126,0,-18.617,1,0.047,0.927,0.902,0.076,0.439,125.814
Peppermint Twist,Joey Dee & The Starliters,1,0,0,4vFuebQvxexME3dTs99ifv,0.427,0.642,0,-12.143,1,0.116,0.295,0,0.847,0.774,197.836
Emergency,Paramore,1,0,1,4ZkQ2t966y0fmTW6TWNwR2,0.754,0.817,2,-5.283,1,0.254,0.073,0,0.379,0.269,142.783
Williams' Blood,Grace Jones,1,0,0,1BYq8GCxY9z9DlEhTQ481A,0.7,0.69,6,-7.593,0,0.036,0.00561,0.00416,0.596,0.357,103.99
Gente,Laura Pausini,1,1,0,4ipnJyDU3Lq15qBAYNqlqK,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959
Rebirth,MIDIval PunditZ,0,1,0,26q6YTrXt9l8qshIveiTX9,0.884,0.334,1,-18.943,0,0.228,0.0476,0.0588,0.107,0.571,98.315
Ribbons And Leaves,Graham Coxon,0,0,1,0jYLfPxqlVH2OpYmzrq5lh,0.216,0.222,7,-15.697,1,0.0377,0.687,0.652,0.138,0.128,122.256
Got To Stop,Sophie Zelmani,0,1,0,2TKt71TTe2CZCFsphbIZEs,0.804,0.28,6,-20.458,0,0.0507,0.00222,0.0203,0.124,0.867,107.04
Breakeven,The Script,0,2,2,38xWaVFKaxZlMFvzNff2aW,0.627,0.699,10,-4.504,1,0.0244,0.174,0,0.0789,0.535,94.003
Postcards,Faithless,0,1,0,72i7dwVrHdfDnr3qmINh5U,0.465,0.242,9,-10.46,1,0.0298,0.955,0.0223,0.126,0.315,102.812
Wait Til You See My Smile,Alicia Keys,1,0,0,6JAzU3Vy6uxrnh2zAd0byh,0.622,0.507,7,-9.469,1,0.0269,0.364,0.0422,0.103,0.0687,119.941
Stay Tuned,Anja Garbarek,0,1,0,6gg5ieUTV2GrJjt6yLGOga,0.533,0.937,8,-7.445,0,0.133,0.0126,0,0.276,0.915,129.689
The Long Road,Mark Knopfler,0,3,1,3mlMpmY8oZIBFc39D9zLbh,0.299,0.329,3,-10.096,1,0.0279,0.756,0.0105,0.0559,0.392,132.282
Out from Under,Britney Spears,0,0,1,7J8D1BVioYBaKFUnDAHTak,0.563,0.946,9,-5.72,1,0.0548,0.000108,0.00512,0.118,0.652,149.966
Let It Be Love,Craig Armstrong,0,1,1,7oDOGbfP9Ssvo5UTKrBIIr,0.567,0.308,1,-10.333,1,0.0284,0.798,1.9e-05,0.104,0.294,147.549
Wedding Song,The Psychedelic Furs,0,0,1,1yy0XglPOI5E8NKbtGH3OO,0.603,0.57,7,-6.242,1,0.035,0.427,0.000674,0.106,0.192,92.315
The Sun Is Shining (Down on Me),DT8 Project,0,1,1,089CEznG2y8f46SkD4jlS5,0.559,0.972,5,-5.278,0,0.0455,0.000888,0.613,0.141,0.739,128.003
Umi Says,Mos Def,0,1,0,5Ru9OjtEw5htfnVKpYsIcv,0.72,0.67,2,-10.224,1,0.132,0.305,0,0.0928,0.566,121.342
La excepción,Gustavo Cerati,0,1,0,3yjXwM2zsKJKjsdxIe93pp,0.523,0.932,9,-4.158,1,0.0629,0.00971,0.109,0.116,0.369,126.019
Shelf Life,Carey Ott,0,1,0,3AQQ5Qjg1L7oAurE0UazJe,0.571,0.942,0,-3.881,1,0.046,0.0937,0,0.0883,0.556,141.022
Do Nothing,The Specials,0,1,0,6cmm1LMvZdB5zsCwX5BjqE,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012
Quicksand,La Roux,1,0,0,4iCZ6Cr76For1TuHUQ90r8,0.901,0.656,4,-7.452,0,0.277,0.0807,0,0.181,0.599,119.956
16mm Dream,Jeremy Fisher,0,0,1,4aKohWpxXozYsaYl0dzsut,0.689,0.196,0,-11.688,1,0.0357,0.655,0,0.0999,0.452,112.848
Suddenly,Black Rebel Motorcycle Club,0,0,1,5p9XWUdvbUzmPCukOmwoU3,0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38
Gone To The Movies,Semisonic,0,0,1,6I6fny8vN9w9tdBxSgfcs1,0.837,0.506,7,-11.771,1,0.0402,0.238,0,0.0923,0.911,121.64
Ring On The Sill,Cowboy Junkies,0,0,1,72Y4LW0ztNLUWCrFsxmdv7,0.505,0.353,0,-11.266,1,0.0298,0.229,0.00181,0.116,0.344,122.83
Fly High Michelle,Enuff Z'Nuff,0,0,1,6wUR8lnkxuQUeHa0rJOolR,0.233,0.863,2,-4.319,1,0.0434,0.00999,0,0.228,0.496,175.657
Lado Este,Sara Valenzuela,1,0,0,0IgMqPXpAcZyyMH22mtnfj,0.574,0.53,10,-4.528,1,0.0676,0.694,0,0.212,0.971,116.617
I Was Your Man,Tindersticks,0,0,2,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795
When The Saints Go Marching In,Louis Armstrong,0,1,0,30GOP0aVgbqy1tJw3YmjR3,0.753,0.571,7,-5.867,1,0.0261,0.581,0.000437,0.118,0.925,109.1
Nummela,Anssi Kela,0,0,1,1qQCHZbjflpA3OYp2F3TJu,0.626,0.711,2,-7.0,1,0.0625,0.0156,1.32e-05,0.0708,0.782,88.98
Sad Eye,The Pretty Things,0,0,1,3w3rLh6wmne91BS2rwgcog,0.431,0.463,0,-7.342,1,0.0268,0.599,0.00282,0.132,0.687,107.19
The Alchemist (The Alchemist's Vision By Ralf Hildenbeutel),Enigma,0,2,0,3UqqTCZ0bduTEnfdsntJ9P,0.652,0.618,8,-10.322,1,0.034,0.17,0.849,0.341,0.293,110.007
I'll Be Home For Christmas,Diane Schuur,0,1,0,2TDICu2bMGQoupEUgooBSr,0.475,0.164,0,-7.345,1,0.0397,0.911,0,0.209,0.348,89.106
Another Day,Buckshot LeFonque,0,2,2,3E4NR49zxiSzAtKAeR0Blf,0.624,0.437,9,-8.91,1,0.0319,0.125,0,0.105,0.693,166.883
The Pooka Sings,Final Fantasy,0,0,1,31w7c5Pj98esAF95jHMqdc,0.378,0.0357,1,-21.195,0,0.0412,0.952,0.136,0.106,0.157,142.406
Skyscraper,Julian Plenti,0,1,3,3EvK07xkAEzxWLlGSSGyjY,0.657,0.773,4,-5.977,1,0.338,0.0313,0,0.0666,0.811,179.975
In My Arms,Snow Patrol,1,0,1,1U1GtaJeYwGsPgqV9Me5bb,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134
When We Die,Bowling For Soup,0,0,2,23Q4sMxgEKRXDMi62xPP5R,0.682,0.759,0,-6.225,1,0.041,0.0438,0.000309,0.367,0.863,155.993
Sweet Disposition,The Temper Trap,2,0,2,5RoIXwyTCdyUjpMMkk4uPd,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139
Cecilia,Thomas Dybdahl,0,1,0,6QhXQOpyYvbpdbyjgAqKdY,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762
Safe,Travis,0,2,2,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956
Out Of Sight,Hooverphonic,0,2,0,2uxudaBcJamtfgvUjSDdkZ,0.584,0.722,9,-7.733,1,0.28,0.0183,1.41e-05,0.143,0.685,87.551
Hallo Testbild,Gimmik,0,1,0,0tjeheNN31p7SCAIRruII7,0.718,0.709,8,-10.496,1,0.102,0.178,0.879,0.182,0.39,155.772
The One,Miguel Migs,0,1,0,3hLuHKzG1cmlRpq53ZVWd8,0.519,0.552,2,-5.023,1,0.0259,0.18,0,0.149,0.331,89.957
One More Chance,Bloc Party,2,0,0,7fXhkARAtS66kxexMIAx8O,0.725,0.68,0,-6.037,1,0.224,0.149,0,0.127,0.695,90.964
Trigger Hippie,Morcheeba,0,4,0,4f3hGEjA7BnujnDYz7gHZ6,0.628,0.625,5,-9.224,0,0.0465,0.0758,0.645,0.48,0.148,172.154
I Believe,Joana Zimmer,0,0,1,4HDCLYli2SUdkq9OjmvhSD,0.43,0.7,6,-5.35,1,0.264,0.0902,0,0.216,0.731,158.373
Video,Aimee Mann,0,0,3,2DdfktqCvI3FP9QCuFx6Y5,0.344,0.255,6,-9.682,0,0.0318,0.812,0,0.0884,0.165,121.861
We Ride,Rihanna,0,1,1,6kH1sKkvgN4Yikake52glq,0.602,0.947,0,-1.613,1,0.0615,0.182,1.47e-05,0.132,0.808,110.055
Smile,Heavenly,1,0,0,6wQlQrTY5mVS8EGaFZVwVF,0.694,0.685,6,-6.535,0,0.133,0.224,0,0.124,0.306,158.831
