name,artist,positive,neutral,negative,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),The Killers,2,1,0,46gog9DTymoam1Atq4xpDl,0.56,0.745,1,-6.671,1,0.0295,0.01,0.0018,0.119,0.399,133.994
Breathe Me In,Candlebox,0,1,0,5BrxQCdse2b424hlurCvGz,0.32,0.91,9,-5.321,1,0.114,0.000997,0,0.16,0.22,165.943
Rosalinda's Eyes,Billy Joel,0,1,0,6rbuyK8TNQ72oP2KY52k4d,0.569,0.414,7,-19.175,1,0.248,0.611,0.000243,0.0499,0.642,166.868
Blown a Wish,My Bloody Valentine,1,2,0,5iaeuSweyKjyrNa47uwwk3,0.128,0.442,4,-14.0,1,0.043,0.523,0.872,0.127,0.339,98.302
I Am Trying to Break Your Heart,Wilco,0,1,1,3HWxpLKnTlz6jE3Vi5dTF2,0.467,0.536,4,-10.906,1,0.0268,0.317,0.0119,0.123,0.429,85.958
When I Close My Eyes,Dougal & Gammer Feat. Jenna,1,0,0,7luR1726Cf9Wgt4Q3yljOF,0.467,0.0249,2,-25.753,1,0.0493,0.995,0.951,0.0991,0.459,64.325
Drifting Away,Faithless,1,1,0,6R5JpLDVRgRI6P2OQCjA4n,0.521,0.268,1,-15.199,1,0.0407,0.739,0.177,0.0718,0.272,119.879
Nightbirds,Ryan Adams,0,2,1,702eqolGEKRc0mSgmbjSq2,0.417,0.103,0,-15.603,1,0.0338,0.822,0.118,0.0726,0.122,74.781
My Little Empire,Manic Street Preachers,0,0,4,5ncX4O34vDYXqM42INqKvy,0.384,0.394,0,-9.552,1,0.0287,0.608,0,0.905,0.176,68.896
How High The Moon,Lionel Hampton,1,0,0,2cvztQuBIxwV38kg1Ydaww,0.678,0.467,5,-5.177,0,0.0994,0.814,0,0.11,0.625,112.846
Ulvsblakk,Ulver,0,1,0,7m4Z1nsSHc55wGVC0Go3iQ,0.589,0.358,9,-9.943,0,0.0348,0.752,0.749,0.107,0.1,117.011
Yuki,Vessels,0,0,1,1L6C6naF9b8RTuJPHquW7u,0.612,0.686,7,-7.495,0,0.0849,0.87,0.674,0.0814,0.6,84.881
Morning Has Broken,Cat Stevens,1,2,0,3BqqF8suAIzW8655yJfcvh,0.424,0.321,7,-13.162,1,0.0312,0.622,0.0196,0.0903,0.405,133.126
A Crow Left Of The Murder,Incubus,1,0,0,73LvGnjrXC5QeSR6YEhwXB,0.385,0.893,9,-4.123,1,0.0386,0.018,0.000589,0.125,0.556,180.39
Goody Two Shoes,Adam Ant,3,0,0,760xFXFj5Fksa3jawSCn5g,0.624,0.991,1,-3.467,0,0.135,0.0289,0.0107,0.0477,0.535,95.472
St. Patrick's Day,John Mayer,0,3,0,7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778
Living In Misery,Kill Hannah,0,0,1,5OR1cXSBkn3YyfHZEUSYcg,0.621,0.58,4,-4.213,0,0.0263,0.536,0.0477,0.139,0.157,85.003
Blainville,µ-Ziq,0,1,0,7F2gFN2Qkbaz6rmNXgsRv6,0.68,0.805,8,-7.767,0,0.0427,0.0209,0.919,0.111,0.318,111.863
Wind Beneath My Wings,RyanDan,0,1,0,2Pxqs0WmxxHTV5QaTdmt3Q,0.51,0.458,10,-7.566,1,0.0289,0.551,0,0.0853,0.177,123.694
Broadway Jungle,Toots and the Maytals,1,0,0,5WUAZZPnLetCOjdgTaHnLp,0.771,0.775,7,-6.454,1,0.0405,0.241,0.00591,0.104,0.824,117.959
Love Hangover,Diana Ross,1,0,0,3guHwvkSrEtxNOlP4ilvWF,0.509,0.52,1,-15.216,1,0.039,0.365,0.016,0.0587,0.903,112.304
Soul Limbo,Booker T. & The MG's,2,0,0,06yzME6dtXmBFO4DB5rVaT,0.703,0.663,0,-10.463,1,0.0415,0.109,0.797,0.0831,0.974,124.299
All Mine,Dance Hall Crashers,1,0,0,3U21A07gAloCc4P7J8rxcn,0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927
Running To Stand Still,Elbow,0,0,1,4MLPCRYNhDIKcRjzS54ceu,0.537,0.199,2,-18.726,1,0.0287,0.861,0.0259,0.334,0.229,94.634
Three Little Birds,Elizabeth Mitchell,1,0,0,6A9mKXlFRPMPem6ygQSt7z,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404
Ben,Michael Jackson,0,1,1,4y4spB9m0Q6026KfkAvy9Q,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859
Eple,Röyksopp,1,2,0,0Zw4llKeB35SIKASy1aLtV,0.68,0.849,6,-5.295,1,0.0444,0.00746,0.0694,0.108,0.806,106.486
City of Screaming Statues,At the Gates,0,0,2,3TCpsMZMpfprDU9xvHAiTX,0.308,0.981,0,-6.887,1,0.127,0.00303,0.046,0.0931,0.191,94.738
A TI,Motel,0,1,0,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087
PENNSYLVANIA POLKA,Frankie Yankovic,1,0,0,3RsJSPLTRRq2fiFf5Jst7q,0.711,0.663,5,-13.492,0,0.137,0.732,2.67e-06,0.936,0.768,125.446
Hard Times,Eastmountainsouth,0,1,1,0w5Bdu51Ka25Pf3hojsKHh,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965
Plastic Toy Record Player,Lullatone,1,0,0,3T4g83gdLxSaCPZYAfaZIF,0.142,0.021,6,-29.132,0,0.0472,0.971,0.917,0.104,0.219,142.698
Liquid Bird,The Beta Band,0,0,1,0b8q0WKbo0dhW0PuZ8sIxJ,0.383,0.708,4,-5.785,0,0.0533,0.00731,0.00939,0.0756,0.445,144.007
One Of A Kind (Love Affair),The Spinners,1,0,0,3LV2CK8sJiYjg1bV1aHQop,0.608,0.428,1,-11.625,1,0.109,0.263,0,0.093,0.881,176.735
The Poet and the Pendulum,Nightwish,0,0,1,2Zr87XD5AeRko0ab9NIp79,0.385,0.723,7,-6.205,0,0.0402,0.00935,0.0244,0.11,0.191,145.038
I'm Real,Jennifer Lopez,3,0,0,5rJ95NmuPajwdqLeO0DWHo,0.465,0.795,4,-6.268,0,0.0479,0.000211,1.38e-06,0.176,0.205,126.76
Free,VAST,1,0,0,4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,10,-7.507,1,0.347,0.629,0,0.113,0.0397,122.947
You Better Look Out,The Johnny Otis Show,0,0,1,03GIGiV2swwGbouDNqFCcu,0.707,0.604,4,-6.514,1,0.031,0.337,0,0.0995,0.641,124.954
Say a Little Prayer,Mary Black,0,1,0,3NfxSdJnVdon1axzloJgba,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032
Fire Escape,Fanfarlo,1,0,0,6uCmU6ldcsVpLAKNCojVg8,0.583,0.862,4,-4.387,1,0.0575,0.0468,0,0.256,0.422,105.998
Never Leave You,Tinchy Stryder,1,0,0,1AjQE5MtP5jHQMyDepbvLI,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958
Losing A Friend,The Cardigans,0,2,0,4YxNBImhm67W3fiUZA5qAL,0.303,0.369,9,-10.853,0,0.0305,0.755,0.000593,0.144,0.118,87.738
Right Turn,Alice in Chains,0,0,1,1szW8tOoDoLECq1ohwMuZr,0.5,0.318,8,-11.016,1,0.0239,0.402,0,0.117,0.226,96.451
Shine,Joni Mitchell,0,1,0,7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015
Lifelong Passion,The Fireman,0,1,0,1jWh8SxAzxKzrOfJEagPux,0.425,0.415,0,-11.108,1,0.0269,0.26,5.58e-05,0.132,0.0922,100.017
Stop The World (And Let Me Off),Patsy Cline,0,0,1,0jvmlZJZCaTZLMh3yfL6Y5,0.433,0.582,2,-11.284,1,0.0321,0.781,0.0224,0.391,0.826,87.29
Spiralling,Keane,1,0,0,0QGaqsolR7UBnPfMhw6VuH,0.659,0.472,10,-11.867,0,0.0703,0.368,0.841,0.107,0.779,105.016
One Step Up,Bruce Springsteen,0,0,2,3ICZte49haM8ID7H6LSSjb,0.527,0.381,10,-17.408,1,0.0299,0.0546,0.00965,0.0842,0.295,150.162
Like An Old Fashioned Waltz,Sandy Denny,0,1,0,43XHzQvBcdeyyeBYhbhTFt,0.313,0.19,2,-10.27,1,0.0288,0.857,0.00339,0.472,0.345,97.289
En Cendres,Emilie Simon,0,1,0,2f9aLSHIIQet5DDA71W0yW,0.358,0.149,0,-14.553,0,0.0356,0.886,0.742,0.12,0.105,92.404
Green And Blue,Deep Forest,0,1,0,0aWMVrwxPNYkKmFthzmpRi,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479
Morning Mist,Sébastien Schuller,0,0,1,62w7vY3oBAnoEe8YZVui50,0.0685,0.00465,2,-34.411,0,0.0498,0.961,0.883,0.109,0.0378,76.787
Down On My Knees,Ayọ,0,3,1,0zvM1CZadfegChzeCeCPgY,0.724,0.31,5,-11.328,0,0.294,0.729,0.000118,0.127,0.815,124.044
Grand Central,Edward Shearmur,0,1,0,7FNRR6Q1SkKi1dgaK5qOSQ,0.173,0.18,0,-15.193,1,0.0333,0.906,0.0765,0.226,0.0374,116.333
Merrymaking At My Place,Calvin Harris,1,1,0,3KKHc3d1GNoFBbIPZWTc0U,0.963,0.621,11,-5.067,0,0.0478,0.221,0.0963,0.11,0.968,113.962
Dream Brother,Jeff Buckley,0,2,1,7dblNGnRXEBrVJunazs2U5,0.534,0.462,4,-8.172,1,0.0266,0.839,0,0.129,0.534,96.195
Go Let It Out,Oasis,2,0,0,3DJzymVeQfMiPRgNSPUavd,0.324,0.65,7,-7.856,1,0.312,0.096,5.81e-05,0.599,0.43,201.411
In My Bed,Amy Winehouse,1,0,0,2nr9WZdKntw9a5muEC3gOk,0.577,0.611,9,-13.535,1,0.0323,0.168,0.92,0.106,0.177,150.91
Plastic Man,Seether,0,0,1,2VjySzgGQeZcMGWuPMAnBF,0.681,0.541,8,-9.279,0,0.0357,0.0614,0.0134,0.0901,0.606,129.985
Magnetic Air,Solar Fields,0,2,0,72PgLW3TqW3hYHbqad9RRL,0.6,0.687,1,-12.465,1,0.0438,0.0082,0.905,0.111,0.242,130.019
Rain Down On Me,Kane,1,0,0,5rlvI9DkJEsVPogzVWpfjM,0.548,0.404,1,-11.177,0,0.442,0.167,0,0.115,0.164,82.476
Compound,Spacetime Continuum,0,1,0,2OWzBy9UvmU5p7HIsUPMtk,0.58,0.746,1,-10.75,1,0.0382,0.00688,0.915,0.1,0.119,123.982
Tout Le Monde,Carla Bruni,0,0,1,6olS0TmHmsGr0hXtcBsiVM,0.272,0.747,5,-4.86,0,0.0401,0.000393,4.03e-05,0.16,0.255,202.777
I Want You Back,The Jackson 5,2,1,0,5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605
Stay,Brian McKnight,0,1,0,21CkzgKCBCq5V4XKjiGSIj,0.745,0.5,8,-6.184,1,0.135,0.439,0,0.0943,0.433,76.968
So Far Away,Carole King,0,1,2,6FOpPA0a80RuBqqgDozvja,0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697
Purify,Balligomingo,1,1,0,6nYXrAIDYE1F3CZ5AXhiRU,0.543,0.5,4,-7.225,1,0.0266,0.358,2.97e-06,0.173,0.291,74.019
A Strange Arrangement,Mayer Hawthorne,0,1,0,2jJulR1CTEuHsXpS6bGDou,0.782,0.544,4,-5.448,1,0.0306,0.212,0.106,0.179,0.753,90.562
Old Old Fashioned,Frightened Rabbit,1,0,0,6kbJSERufHQtVeGWJw0Dhb,0.543,0.46,3,-6.724,1,0.0302,0.577,0,0.0563,0.387,96.802
Samba Do Grande Amor,Chico Buarque,0,1,0,6YybbkuJWGd9VwWRRgsygk,0.594,0.678,11,-5.214,0,0.0338,0.532,0,0.143,0.438,106.69
Secrets,The Orb,0,1,0,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021
Turntable,TLC,0,1,0,0Dp07EA5ybveKSUE27CuEd,0.603,0.575,0,-10.325,1,0.0285,0.811,0.00183,0.12,0.673,95.116
Caught In The Middle,A1,0,0,1,27zJBz0YnuZO69U69z96vd,0.786,0.807,0,-5.344,1,0.0398,0.00496,7.08e-05,0.0552,0.814,92.502
You're All That Matters To Me,Curtis Stigers,0,1,0,40MaUygXbWoHqMx7wYWbJA,0.547,0.914,6,-3.531,1,0.0703,0.059,0,0.0511,0.74,157.977
Kensington Blues,Jack Rose,0,1,0,0YcUYpaooEcSNpZc6rrpMN,0.219,0.641,4,-5.732,1,0.0325,0.144,0.868,0.148,0.0398,96.538
A Swimming Pool Down the Railway Track,Colleen,1,0,0,0a11cegRjkeJtvQI1Tkrlt,0.301,0.55,3,-13.426,1,0.0466,0.6,0.946,0.0886,0.0767,114.669
Mistake,Moby,0,0,1,6fRxMU4LWwyaSSowV441IU,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048
Mary Pickford (Used To Eat Roses),Katie Melua,1,0,0,1IwqY0C1nLDIRqm8wnydWL,0.644,0.251,2,-15.139,1,0.0449,0.863,0.00125,0.101,0.271,133.139
Wretched Songs,Grandaddy,1,0,0,4wnNEAfzcM0coqMFyJKR0b,0.395,0.618,9,-7.963,0,0.0332,0.126,0.0697,0.292,0.0402,116.873
La noche en la isla,SlowHill,0,1,0,17TROaf4SabDnCBYRjvkCA,0.778,0.941,8,-8.538,1,0.0438,0.493,0.8,0.127,0.842,109.998
September Song,The Album Leaf,0,2,0,0zbzrhfVS9S2TszW3wLQZ7,0.614,0.615,0,-6.7,0,0.0444,0.054,0,0.0921,0.374,95.941
Rosé,The Feeling,0,1,2,0zLCBJZSiELJf02ucPP9wb,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955
Lovers' Bridge,2002,0,2,0,2kYcQwl1y52ka4nloDD3T6,0.276,0.2,2,-17.848,1,0.0325,0.973,0.919,0.122,0.203,144.114
Need To Shout,Architecture in Helsinki,1,1,0,1jxjNwlGq1BACEcVf7QXtM,0.535,0.977,0,-4.189,1,0.109,0.00289,2.72e-05,0.168,0.207,92.038
Write A Letter Home,Jackie Greene,0,0,1,1iEk6zHuBe9ghNTQ2WHrxs,0.344,0.461,6,-6.52,1,0.0278,0.852,0.000144,0.119,0.266,142.197
Someday (I Will Understand),Britney Spears,0,1,0,61iJ9cAYgB5rJamvuChwEn,0.523,0.561,0,-9.444,0,0.0275,0.732,2.55e-05,0.126,0.176,135.972
Fall Line,Jack Johnson,1,3,0,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011
Life on Mars,Shane Nicholson,0,1,0,3ZE3wv8V3w2T2f7nOCjV0N,0.442,0.384,10,-14.635,1,0.0414,0.639,7.7e-05,0.0539,0.216,123.281
AWOO,The Hidden Cameras,2,0,0,6ScDqdxJQzPOLztBP8TEuC,0.826,0.798,11,-5.078,1,0.0526,0.0558,0.469,0.669,0.336,122.955
Secret Garden,Kostia,0,5,0,2SKbTx3bPi2aPu5GRz59Dz,0.368,0.922,3,-3.819,0,0.0923,8.79e-05,0.000262,0.173,0.317,140.492
Roll With It,Oasis,1,0,0,2QlPByrmEO9XciNBXCrawR,0.759,0.645,0,-13.352,1,0.0276,0.07,0.0403,0.0986,0.954,117.254
Morning On Earth,Pain of Salvation,0,1,1,6wVx7hAIMsSt7ewRoQUN3c,0.524,0.134,9,-22.357,0,0.0339,0.945,0.871,0.0833,0.047,124.013
Seventeen Forever,Metro Station,1,0,0,1v0E30pA3wOBXuDxfsyOPa,0.569,0.793,0,-5.041,0,0.0329,0.00172,0.00054,0.136,0.687,139.979
Learn,Lamb,0,1,1,5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997
Islands In The Stream,Kenny Rogers & Dolly Parton,1,0,0,6dnco8haegnJYtylV26cBq,0.617,0.411,8,-12.075,1,0.0373,0.675,1.04e-06,0.0886,0.738,203.934
Take You To Sweet Harmony,Kingston Wall,0,1,0,2Wyn14LLnx0IatSiC7uSek,0.605,0.604,6,-8.204,1,0.0575,0.000127,0.749,0.146,0.482,141.63
Smoked Glass and Chrome,Ott,0,1,0,1NyQ7VNOrfUHMD6jR2okDP,0.529,0.701,4,-8.229,1,0.0395,0.0673,0.0141,0.28,0.181,139.986
Fortunate Fool,Jack Johnson,0,1,0,3lBV2e6PeAOa0DqGxWCErF,0.808,0.267,4,-10.415,1,0.0426,0.609,0.00343,0.119,0.32,129.266
Crawling,Sunlounger,0,0,1,57BrRMwf9LrcmuOsyGilwr,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076
Love Is All Around,Wet Wet Wet,2,0,0,1DJ7sGOjJmJMKpq7Y3bIki,0.437,0.665,10,-8.389,1,0.0312,0.276,0,0.198,0.558,169.901
Big Shaky,Kelly Joe Phelps,0,1,0,6pUWaUk5JGtYshTDmWv4vA,0.553,0.492,3,-12.476,1,0.0328,0.838,0.0299,0.118,0.556,151.915
Still Waters,Jim White,0,0,1,5feUxmo1qphxusEo1N9GRt,0.515,0.532,10,-12.472,1,0.0245,0.355,0.000711,0.498,0.961,94.165
If You Want Me,Glen Hansard & Markéta Irglová,0,1,3,2BydLQAh7CUIFvSEqAMc4x,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993
Vidanya,Klaus Schulze,0,1,0,0E3ERXWkcgL5qviYi1WCgC,0.427,0.718,9,-10.311,0,0.055,0.0168,0,0.0951,0.849,157.562
Brand New Jones,Robin Thicke,1,0,0,3U4zWerCErkW7iLWwJHL9U,0.669,0.828,6,-4.991,1,0.167,0.0249,0,0.124,0.605,99.002
Love Shoulda Brought You Home,Toni Braxton,0,0,1,4IsnUEgEcb7epezwgWCBJn,0.556,0.798,2,-6.531,1,0.0367,0.0549,4.33e-06,0.37,0.59,175.653
Activated,Film School,0,1,0,4UBjhRtcV2nZBjibGP7yUe,0.664,0.583,1,-6.374,0,0.222,0.0765,0,0.318,0.24,160.115
Sophisticated Lady,Duke Ellington,0,1,0,1bABWbuu9Rr4QofMm2PO5d,0.486,0.0692,8,-21.238,1,0.0533,0.995,0.947,0.101,0.0814,129.275
Rockin' All Over The World,Status Quo,1,0,0,7zQnbluULgcu3e0tG6H80m,0.545,0.963,0,-5.173,1,0.102,0.101,0.5,0.41,0.87,131.577
Dope Nose,Weezer,1,0,0,741oLronOsunwlx4MSZ6YY,0.416,0.724,10,-4.87,1,0.0512,0.000336,0.0788,0.247,0.819,127.357
Lasciati,Subsonica,0,0,1,31ULxzyZNrytmuyKQ0Pv6F,0.539,0.652,3,-5.144,1,0.0317,0.0654,8.88e-05,0.0909,0.369,134.058
3/5 of a Mile in 10 Seconds,Jefferson Airplane,1,0,0,5uZD2015uZBis6B2VwRYUZ,0.472,0.815,11,-9.725,0,0.0478,0.137,5.06e-05,0.261,0.593,131.547
Reflections,Akira Yamaoka,0,1,0,2PtBhfoPZ6VYtXkrE5FrCH,0.683,0.675,2,-5.461,1,0.0292,0.0223,0.0187,0.101,0.6,111.008
The Sun Doesn't Like You,Norah Jones,0,1,1,4TjuMPLTcO1uQQTXCvQOFi,0.524,0.146,9,-14.013,1,0.0325,0.888,0.00073,0.103,0.434,111.472
La La La,The Bird And The Bee,4,1,0,2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
Tripping Billies,Dave Matthews Band,2,1,0,4fXoeBGrVWfNKpdcmL8tw6,0.569,0.932,11,-5.659,0,0.0388,0.000496,0.0342,0.259,0.944,120.858
Wait and See,Iration,0,1,0,2CoGg71SqwNgriNkOLClae,0.768,0.684,1,-7.826,0,0.0381,0.0422,4.8e-05,0.0854,0.964,140.298
November Has Come,Gorillaz,0,1,0,6lrDckuosGpwEHtm1hHBcf,0.702,0.567,7,-8.561,1,0.239,0.0815,2.75e-05,0.0864,0.667,84.153
Happy In Love,Glenn Miller,1,0,0,7rRTABW08iMS4nfY45hZzb,0.589,0.33,4,-16.088,1,0.0438,0.88,0.922,0.081,0.51,90.025
1er Gaou,Magic System,1,0,0,6eqqWm2LkDweTHhz1u5KKo,0.834,0.674,7,-13.455,0,0.0721,0.124,0,0.0828,0.951,119.039
Valerie,Amy Winehouse,4,1,0,6nLvaCZFR1wEzW3sIKpsnr,0.772,0.371,5,-5.743,0,0.0348,0.744,0,0.167,0.684,96.574
Philadelphia Freedom,Elton John,1,0,0,2hl9ONQ7YGgZGYx0OSHvIq,0.712,0.681,0,-6.351,0,0.0294,0.0444,0.000235,0.0592,0.809,125.497
Dawn,The Cinematic Orchestra,0,3,2,1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043
Elshaneed,Foy Vance,0,0,1,2EOltM0vuxSeXDzDwBjXtW,0.586,0.288,7,-13.433,1,0.032,0.769,0.000845,0.107,0.341,77.995
You're So Great,Blur,0,0,1,23PK6TReNmtWpdqMaGe5py,0.168,0.903,9,-3.472,1,0.0684,0.116,0,0.302,0.244,142.463
Hunters Map,Fionn Regan,0,1,0,6ZYNGBEYpqghwUzgNwEsgA,0.453,0.551,2,-9.608,1,0.0289,0.656,0.0724,0.102,0.451,108.282
Everything I Own,Rod Stewart,0,1,0,52VIdyKqp1pJRSyUQaxKUA,0.365,0.338,2,-13.406,1,0.0322,0.735,0,0.104,0.446,79.241
14th Street,Rufus Wainwright,1,1,0,1xUDZsHPa9PMMjaPIFPaFP,0.498,0.848,7,-4.969,0,0.0524,0.0147,0.0353,0.625,0.642,144.022
Give It Up Or Let Me Go,Dixie Chicks,1,0,0,4GyoNlQeLSHFZX2txg7cOr,0.494,0.729,5,-11.616,0,0.0284,0.4,0.00938,0.173,0.818,99.671
Ceiling Poem,North Atlantic Oscillation,1,1,0,6vK4wBIv5AwQeUqIVAbv7w,0.492,0.613,9,-7.372,1,0.0315,0.0873,0.875,0.0827,0.52,140.021
Wolf in the Breast,Cocteau Twins,0,1,0,5Cg9aQIEM2exLNBPupf6V4,0.53,0.781,9,-4.532,1,0.0326,0.0187,8.78e-06,0.0846,0.728,113.085
Just A Song About Ping Pong,Operator Please,1,0,0,0HzblXa1RlKe1UdNAhjW81,0.443,0.813,9,-5.213,1,0.0821,0.00522,0.000102,0.193,0.578,136.333
Steppenwolf,H.O.S.H.,0,1,0,05jJZgRiXxBfQPNRlrObEI,0.822,0.763,4,-8.141,0,0.0399,0.0869,0.185,0.0691,0.961,119.016
Long Long Journey,Enya,0,2,0,3ZuXIVoa0q3D21CJY4ZLjd,0.297,0.18,7,-16.522,0,0.0413,0.993,0.832,0.121,0.177,75.265
The Aftermath,Kashmir,0,1,0,0cI0oAQmJP14oYt7miNllo,0.692,0.442,1,-8.5,1,0.342,0.000419,0.00402,0.432,0.4,72.127
Salvation Is Here,Hillsong United,1,0,0,4yIWePEj1hqXIFo89Yq6Bh,0.486,0.954,11,-6.36,1,0.0657,0.000289,8.3e-06,0.524,0.454,110.98
The North Wind,Hanne Hukkelberg,0,1,0,4ZknZFZC856pglYDpLdGzS,0.167,0.136,5,-16.866,0,0.0421,0.894,0.911,0.103,0.0616,128.181
In Un'Altra Vita,Ludovico Einaudi,2,2,1,4RvDhh5WqBLyPNUo5LztfE,0.294,0.168,9,-23.51,0,0.051,0.97,0.897,0.121,0.0823,104.45
Little Town Flirt,Del Shannon,1,0,0,3HTrH00YRZZWJ8C6cb12ea,0.657,0.686,1,-6.851,1,0.0283,0.134,0,0.468,0.883,123.779
Collides with Beauty,ATB,1,3,0,0WC05B34BCl3ue6NV0IdU7,0.595,0.896,9,-6.789,0,0.0407,0.0418,0.603,0.681,0.797,136.988
Death at One's Elbow,The Smiths,1,0,0,6p3bhE5jahFtOk9QVNFnNY,0.631,0.965,2,-6.327,1,0.0627,0.0718,3.74e-06,0.356,0.625,124.171
Bathroom Girl,Air,0,2,1,0VVJkld0IvkEXAAOsx70sh,0.829,0.627,10,-5.542,0,0.279,0.0281,0,0.134,0.588,140.003
Memories Live,Talib Kweli,0,1,0,23BGJPqE77zhonQV3pLtv0,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05
Spawn Again,Silverchair,0,0,1,5nbbIfsVTu54XadrMNltni,0.319,0.859,1,-6.597,1,0.0609,0.0167,0.00405,0.104,0.233,138.175
A Kiss To Remember (Live),My Dying Bride,0,0,1,2y5bsPnc8XL2eFmK6OyTMY,0.344,0.396,9,-9.878,1,0.0347,0.311,0.00386,0.689,0.376,114.425
Ordinary People,John Legend,0,3,3,2ZA4uMlSZjaoWGFqP1tsLI,0.469,0.132,10,-14.001,1,0.0798,0.928,0,0.0873,0.36,66.989
Embraceable You,Charlie Parker,0,1,0,1ETUBr8SmjEvB7TKUGImkL,0.499,0.0763,7,-23.336,1,0.0331,0.965,0.83,0.113,0.0517,49.998
Awakening,Airlock,0,1,0,2prKpK6HwKDDJJ1g892W1f,0.206,0.396,7,-15.443,1,0.0785,0.752,0.992,0.127,0.175,71.234
This Ain't A Love Song,Bon Jovi,0,0,1,0ZLBD6hHGN9LYOtNlu2n8e,0.348,0.635,4,-6.836,1,0.0386,0.0932,0,0.126,0.144,87.974
Don't Have Me,Keith Sweat,0,1,0,77TiH0Slpv7G9xCgspMnWF,0.487,0.764,9,-9.772,1,0.0429,0.0981,0.0829,0.0886,0.453,80.009
Remember (Walkin' In The Sand),The Shangri-Las,0,0,1,4DR1rowKc2WeuCQS7wyQBI,0.285,0.513,10,-9.61,1,0.0561,0.733,0.167,0.226,0.369,66.344
I Wanna Be Where You Are,Michael Jackson,1,0,0,3nqnWEZnYoetfO2ksMZZVK,0.865,0.641,10,-6.652,0,0.162,0.0611,0.000107,0.218,0.762,95.307
The Winner Takes It All,Abba,0,2,2,6QnZ8Kedq93y8kOuT4OtpQ,0.429,0.789,6,-6.446,1,0.0346,0.226,0.00568,0.0474,0.467,125.613
Suite in C Major (Scheidt),Les Filles de Sainte Colombe,0,1,0,4YTmzFQ8GacEJVPeLy3JaQ,0.289,0.0665,11,-22.446,1,0.0415,0.837,0.189,0.137,0.311,125.241
Greensleeves,Meav Ni Mhaolchatha,0,1,0,7iFm2PcvRBOJBm4ExXqEGY,0.708,0.0175,9,-20.932,1,0.0496,0.994,0.933,0.119,0.483,72.105
Sweetest Decline,Beth Orton,0,2,0,1J6ytcax8mPyOYz3Zcgw9E,0.255,0.417,6,-11.222,1,0.0323,0.538,0.00151,0.114,0.229,187.381
Breath of Life,Erasure,0,0,1,5CHoemwnNzdSTwtNhimg3N,0.1,0.196,10,-17.89,0,0.0379,0.812,0.827,0.11,0.0357,87.955
Tell Me What It's Worth,Lightspeed Champion,0,0,1,7EM33KORS0krdYZDAKm2PG,0.309,0.644,0,-7.924,1,0.0409,0.0282,1.27e-06,0.105,0.669,134.579
Super Trouper,Abba,1,0,0,4JH0BWec2htbuGmGJqigbW,0.724,0.724,0,-6.378,1,0.0304,0.294,0,0.121,0.927,117.986
Walk On By,Aretha Franklin,0,0,1,6fkL9CjWmjeV6vfDxTp9OZ,0.825,0.302,8,-11.651,1,0.282,0.204,0,0.0762,0.747,94.956
